2026-09-13 15:25:17,330 - nanochat.common - [32m[1mINFO[0m - Distributed world size: 1
2026-09-13 15:25:17,330 - nanochat.common - [33m[1mWARNING[0m - Peak flops undefined for: NVIDIA GeForce RTX 4060, MFU will show as 0%
wandb: Currently logged in as: sotirisfrost (sotirisfrost-lu) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: creating run
wandb: Tracking run with wandb version 0.21.3
wandb: Run data is saved locally in /home/s4597036/nanochat/wandb/run-20260913_152517-51529fyj
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run d4L-sft
wandb: ⭐️ View project at https://wandb.ai/sotirisfrost-lu/nanochat-sft
wandb: 🚀 View run at https://wandb.ai/sotirisfrost-lu/nanochat-sft/runs/51529fyj
2026-09-13 15:25:18,644 - nanochat.checkpoint_manager - [32m[1mINFO[0m - Loading model from /home/s4597036/scratch/nanochat/chatsft_checkpoints/d4L-midtrain with step 464
2026-09-13 15:25:18,753 - nanochat.checkpoint_manager - [32m[1mINFO[0m - Building model with config: {'sequence_len': 2048, 'vocab_size': 32768, 'n_layer': 4, 'n_head': 2, 'n_kv_head': 2, 'n_embd': 256, 'window_pattern': 'L'}
Autodetected device type: cuda
COMPUTE_DTYPE: torch.bfloat16 (auto-detected: CUDA SM 89 (bf16 supported))
GPU: NVIDIA GeForce RTX 4060 | Peak FLOPS (BF16): inf
Inherited max_seq_len=2048 from pretrained checkpoint
Using device_batch_size=8
Inherited total_batch_size=524288 from pretrained checkpoint
Inherited embedding_lr=0.3 from pretrained checkpoint
Inherited unembedding_lr=0.004 from pretrained checkpoint
Inherited matrix_lr=0.02 from pretrained checkpoint
Tokens / micro-batch / rank: 8 x 2048 = 16,384
Tokens / micro-batch: 16,384
Total batch size 524,288 => gradient accumulation steps: 32
Scaling the LR for the AdamW parameters ∝1/√(256/768) = 1.732051
Training mixture [sft]: 460,341 rows (MMLU x3, GSM8K x4)
Step 00000 | Validation bpb: 2.7106
step 00001 (0.15%) | loss: 4.522143 | lrm: 1.00 | dt: 4717.07ms | tok/sec: 111,146 | mfu: 0.00 | epoch: 1 | total time: 0.00m
step 00002 (0.29%) | loss: 5.721931 | lrm: 1.00 | dt: 2308.44ms | tok/sec: 227,117 | mfu: 0.00 | epoch: 1 | total time: 0.00m
step 00003 (0.44%) | loss: 5.935907 | lrm: 1.00 | dt: 2306.92ms | tok/sec: 227,267 | mfu: 0.00 | epoch: 1 | total time: 0.00m
step 00004 (0.57%) | loss: 5.937358 | lrm: 1.00 | dt: 2305.10ms | tok/sec: 227,446 | mfu: 0.00 | epoch: 1 | total time: 0.00m
step 00005 (0.71%) | loss: 5.754374 | lrm: 1.00 | dt: 2293.14ms | tok/sec: 228,632 | mfu: 0.00 | epoch: 1 | total time: 0.00m
step 00006 (0.85%) | loss: 5.582448 | lrm: 1.00 | dt: 2297.37ms | tok/sec: 228,212 | mfu: 0.00 | epoch: 1 | total time: 0.00m
step 00007 (0.98%) | loss: 5.477018 | lrm: 1.00 | dt: 2303.83ms | tok/sec: 227,572 | mfu: 0.00 | epoch: 1 | total time: 0.00m
step 00008 (1.12%) | loss: 5.328969 | lrm: 1.00 | dt: 2294.62ms | tok/sec: 228,485 | mfu: 0.00 | epoch: 1 | total time: 0.00m
step 00009 (1.25%) | loss: 5.205894 | lrm: 1.00 | dt: 2301.64ms | tok/sec: 227,788 | mfu: 0.00 | epoch: 1 | total time: 0.00m
step 00010 (1.39%) | loss: 5.105604 | lrm: 1.00 | dt: 2305.35ms | tok/sec: 227,422 | mfu: 0.00 | epoch: 1 | total time: 0.00m
step 00011 (1.53%) | loss: 4.964141 | lrm: 1.00 | dt: 2305.40ms | tok/sec: 227,417 | mfu: 0.00 | epoch: 1 | total time: 0.04m
step 00012 (1.66%) | loss: 4.866713 | lrm: 1.00 | dt: 2305.99ms | tok/sec: 227,359 | mfu: 0.00 | epoch: 1 | total time: 0.08m
step 00013 (1.80%) | loss: 4.788616 | lrm: 1.00 | dt: 2297.86ms | tok/sec: 228,163 | mfu: 0.00 | epoch: 1 | total time: 0.12m
step 00014 (1.94%) | loss: 4.712638 | lrm: 1.00 | dt: 2305.60ms | tok/sec: 227,397 | mfu: 0.00 | epoch: 1 | total time: 0.15m
step 00015 (2.09%) | loss: 4.607208 | lrm: 1.00 | dt: 2304.45ms | tok/sec: 227,511 | mfu: 0.00 | epoch: 1 | total time: 0.19m
step 00016 (2.23%) | loss: 4.506235 | lrm: 1.00 | dt: 2303.61ms | tok/sec: 227,594 | mfu: 0.00 | epoch: 1 | total time: 0.23m
step 00017 (2.36%) | loss: 4.380343 | lrm: 1.00 | dt: 2307.46ms | tok/sec: 227,214 | mfu: 0.00 | epoch: 1 | total time: 0.27m
step 00018 (2.51%) | loss: 4.294334 | lrm: 1.00 | dt: 2306.76ms | tok/sec: 227,283 | mfu: 0.00 | epoch: 1 | total time: 0.31m
step 00019 (2.65%) | loss: 4.214663 | lrm: 1.00 | dt: 2303.94ms | tok/sec: 227,561 | mfu: 0.00 | epoch: 1 | total time: 0.35m
step 00020 (2.78%) | loss: 4.148834 | lrm: 1.00 | dt: 2305.25ms | tok/sec: 227,432 | mfu: 0.00 | epoch: 1 | total time: 0.38m
step 00021 (2.92%) | loss: 4.103832 | lrm: 1.00 | dt: 2307.79ms | tok/sec: 227,181 | mfu: 0.00 | epoch: 1 | total time: 0.42m
step 00022 (3.05%) | loss: 4.021212 | lrm: 1.00 | dt: 2308.13ms | tok/sec: 227,148 | mfu: 0.00 | epoch: 1 | total time: 0.46m
step 00023 (3.20%) | loss: 3.972487 | lrm: 1.00 | dt: 2311.83ms | tok/sec: 226,784 | mfu: 0.00 | epoch: 1 | total time: 0.50m
step 00024 (3.35%) | loss: 3.865977 | lrm: 1.00 | dt: 2306.15ms | tok/sec: 227,342 | mfu: 0.00 | epoch: 1 | total time: 0.54m
step 00025 (3.49%) | loss: 3.819843 | lrm: 1.00 | dt: 2306.32ms | tok/sec: 227,326 | mfu: 0.00 | epoch: 1 | total time: 0.58m
step 00026 (3.62%) | loss: 3.784481 | lrm: 1.00 | dt: 2308.18ms | tok/sec: 227,143 | mfu: 0.00 | epoch: 1 | total time: 0.61m
step 00027 (3.75%) | loss: 3.725531 | lrm: 1.00 | dt: 2311.43ms | tok/sec: 226,824 | mfu: 0.00 | epoch: 1 | total time: 0.65m
step 00028 (3.91%) | loss: 3.715771 | lrm: 1.00 | dt: 2305.99ms | tok/sec: 227,358 | mfu: 0.00 | epoch: 1 | total time: 0.69m
step 00029 (4.05%) | loss: 3.694086 | lrm: 1.00 | dt: 2310.80ms | tok/sec: 226,886 | mfu: 0.00 | epoch: 1 | total time: 0.73m
step 00030 (4.19%) | loss: 3.688935 | lrm: 1.00 | dt: 2312.63ms | tok/sec: 226,705 | mfu: 0.00 | epoch: 1 | total time: 0.77m
step 00031 (4.32%) | loss: 3.658788 | lrm: 1.00 | dt: 2308.92ms | tok/sec: 227,070 | mfu: 0.00 | epoch: 1 | total time: 0.81m
step 00032 (4.46%) | loss: 3.573362 | lrm: 1.00 | dt: 2306.96ms | tok/sec: 227,263 | mfu: 0.00 | epoch: 1 | total time: 0.85m
step 00033 (4.59%) | loss: 3.535621 | lrm: 1.00 | dt: 2311.26ms | tok/sec: 226,840 | mfu: 0.00 | epoch: 1 | total time: 0.88m
step 00034 (4.73%) | loss: 3.474658 | lrm: 1.00 | dt: 2308.33ms | tok/sec: 227,128 | mfu: 0.00 | epoch: 1 | total time: 0.92m
step 00035 (4.86%) | loss: 3.437245 | lrm: 1.00 | dt: 2312.03ms | tok/sec: 226,765 | mfu: 0.00 | epoch: 1 | total time: 0.96m
step 00036 (5.02%) | loss: 3.386259 | lrm: 1.00 | dt: 2310.29ms | tok/sec: 226,936 | mfu: 0.00 | epoch: 1 | total time: 1.00m
step 00037 (5.15%) | loss: 3.369421 | lrm: 1.00 | dt: 2314.02ms | tok/sec: 226,570 | mfu: 0.00 | epoch: 1 | total time: 1.04m
step 00038 (5.29%) | loss: 3.310262 | lrm: 1.00 | dt: 2310.51ms | tok/sec: 226,914 | mfu: 0.00 | epoch: 1 | total time: 1.08m
step 00039 (5.43%) | loss: 3.286321 | lrm: 1.00 | dt: 2311.53ms | tok/sec: 226,814 | mfu: 0.00 | epoch: 1 | total time: 1.12m
step 00040 (5.57%) | loss: 3.275568 | lrm: 1.00 | dt: 2313.10ms | tok/sec: 226,659 | mfu: 0.00 | epoch: 1 | total time: 1.15m
step 00041 (5.70%) | loss: 3.264815 | lrm: 1.00 | dt: 2317.08ms | tok/sec: 226,270 | mfu: 0.00 | epoch: 1 | total time: 1.19m
step 00042 (5.84%) | loss: 3.230669 | lrm: 1.00 | dt: 2309.56ms | tok/sec: 227,008 | mfu: 0.00 | epoch: 1 | total time: 1.23m
step 00043 (5.98%) | loss: 3.167216 | lrm: 1.00 | dt: 2311.98ms | tok/sec: 226,770 | mfu: 0.00 | epoch: 1 | total time: 1.27m
step 00044 (6.13%) | loss: 3.140787 | lrm: 1.00 | dt: 2313.25ms | tok/sec: 226,645 | mfu: 0.00 | epoch: 1 | total time: 1.31m
step 00045 (6.26%) | loss: 3.120610 | lrm: 1.00 | dt: 2311.23ms | tok/sec: 226,843 | mfu: 0.00 | epoch: 1 | total time: 1.35m
step 00046 (6.40%) | loss: 3.081424 | lrm: 1.00 | dt: 2311.45ms | tok/sec: 226,821 | mfu: 0.00 | epoch: 1 | total time: 1.39m
step 00047 (6.55%) | loss: 3.082509 | lrm: 1.00 | dt: 2318.47ms | tok/sec: 226,135 | mfu: 0.00 | epoch: 1 | total time: 1.42m
step 00048 (6.70%) | loss: 3.056129 | lrm: 1.00 | dt: 2314.16ms | tok/sec: 226,556 | mfu: 0.00 | epoch: 1 | total time: 1.46m
step 00049 (6.85%) | loss: 3.064968 | lrm: 1.00 | dt: 2313.98ms | tok/sec: 226,574 | mfu: 0.00 | epoch: 1 | total time: 1.50m
step 00050 (6.98%) | loss: 3.057766 | lrm: 1.00 | dt: 2309.37ms | tok/sec: 227,026 | mfu: 0.00 | epoch: 1 | total time: 1.54m
Step 00050 | Validation bpb: 0.8874
step 00051 (7.12%) | loss: 3.070117 | lrm: 1.00 | dt: 2323.47ms | tok/sec: 225,648 | mfu: 0.00 | epoch: 1 | total time: 1.58m
step 00052 (7.26%) | loss: 3.052181 | lrm: 1.00 | dt: 2316.84ms | tok/sec: 226,294 | mfu: 0.00 | epoch: 1 | total time: 1.62m
step 00053 (7.39%) | loss: 3.003470 | lrm: 1.00 | dt: 2314.42ms | tok/sec: 226,531 | mfu: 0.00 | epoch: 1 | total time: 1.66m
step 00054 (7.53%) | loss: 2.976788 | lrm: 1.00 | dt: 2316.97ms | tok/sec: 226,281 | mfu: 0.00 | epoch: 1 | total time: 1.69m
step 00055 (7.66%) | loss: 2.968275 | lrm: 1.00 | dt: 2317.50ms | tok/sec: 226,230 | mfu: 0.00 | epoch: 1 | total time: 1.73m
step 00056 (7.79%) | loss: 2.946098 | lrm: 1.00 | dt: 2310.79ms | tok/sec: 226,886 | mfu: 0.00 | epoch: 1 | total time: 1.77m
step 00057 (7.93%) | loss: 2.896100 | lrm: 1.00 | dt: 2320.91ms | tok/sec: 225,897 | mfu: 0.00 | epoch: 1 | total time: 1.81m
step 00058 (8.06%) | loss: 2.896634 | lrm: 1.00 | dt: 2314.09ms | tok/sec: 226,563 | mfu: 0.00 | epoch: 1 | total time: 1.85m
step 00059 (8.21%) | loss: 2.907732 | lrm: 1.00 | dt: 2320.60ms | tok/sec: 225,927 | mfu: 0.00 | epoch: 1 | total time: 1.89m
step 00060 (8.34%) | loss: 2.897014 | lrm: 1.00 | dt: 2313.20ms | tok/sec: 226,650 | mfu: 0.00 | epoch: 1 | total time: 1.93m
step 00061 (8.48%) | loss: 2.866736 | lrm: 1.00 | dt: 2315.24ms | tok/sec: 226,450 | mfu: 0.00 | epoch: 1 | total time: 1.96m
step 00062 (8.63%) | loss: 2.825350 | lrm: 1.00 | dt: 2312.50ms | tok/sec: 226,719 | mfu: 0.00 | epoch: 1 | total time: 2.00m
step 00063 (8.77%) | loss: 2.802098 | lrm: 1.00 | dt: 2321.18ms | tok/sec: 225,871 | mfu: 0.00 | epoch: 1 | total time: 2.04m
step 00064 (8.90%) | loss: 2.795754 | lrm: 1.00 | dt: 2319.76ms | tok/sec: 226,009 | mfu: 0.00 | epoch: 1 | total time: 2.08m
step 00065 (9.05%) | loss: 2.761116 | lrm: 1.00 | dt: 2319.84ms | tok/sec: 226,001 | mfu: 0.00 | epoch: 1 | total time: 2.12m
step 00066 (9.18%) | loss: 2.725875 | lrm: 1.00 | dt: 2314.12ms | tok/sec: 226,560 | mfu: 0.00 | epoch: 1 | total time: 2.16m
step 00067 (9.31%) | loss: 2.739340 | lrm: 1.00 | dt: 2316.05ms | tok/sec: 226,371 | mfu: 0.00 | epoch: 1 | total time: 2.20m
step 00068 (9.46%) | loss: 2.729377 | lrm: 1.00 | dt: 2318.76ms | tok/sec: 226,107 | mfu: 0.00 | epoch: 1 | total time: 2.23m
step 00069 (9.60%) | loss: 2.726173 | lrm: 1.00 | dt: 2324.09ms | tok/sec: 225,588 | mfu: 0.00 | epoch: 1 | total time: 2.27m
step 00070 (9.74%) | loss: 2.734173 | lrm: 1.00 | dt: 2313.31ms | tok/sec: 226,640 | mfu: 0.00 | epoch: 1 | total time: 2.31m
step 00071 (9.89%) | loss: 2.750002 | lrm: 1.00 | dt: 2326.08ms | tok/sec: 225,395 | mfu: 0.00 | epoch: 1 | total time: 2.35m
step 00072 (10.04%) | loss: 2.762094 | lrm: 1.00 | dt: 2314.76ms | tok/sec: 226,497 | mfu: 0.00 | epoch: 1 | total time: 2.39m
step 00073 (10.17%) | loss: 2.743861 | lrm: 1.00 | dt: 2325.20ms | tok/sec: 225,481 | mfu: 0.00 | epoch: 1 | total time: 2.43m
step 00074 (10.31%) | loss: 2.720343 | lrm: 1.00 | dt: 2316.51ms | tok/sec: 226,326 | mfu: 0.00 | epoch: 1 | total time: 2.47m
step 00075 (10.44%) | loss: 2.715454 | lrm: 1.00 | dt: 2321.74ms | tok/sec: 225,816 | mfu: 0.00 | epoch: 1 | total time: 2.51m
step 00076 (10.58%) | loss: 2.694914 | lrm: 1.00 | dt: 2320.00ms | tok/sec: 225,985 | mfu: 0.00 | epoch: 1 | total time: 2.54m
step 00077 (10.71%) | loss: 2.690242 | lrm: 1.00 | dt: 2318.03ms | tok/sec: 226,178 | mfu: 0.00 | epoch: 1 | total time: 2.58m
step 00078 (10.85%) | loss: 2.667947 | lrm: 1.00 | dt: 2319.74ms | tok/sec: 226,011 | mfu: 0.00 | epoch: 1 | total time: 2.62m
step 00079 (10.98%) | loss: 2.655760 | lrm: 1.00 | dt: 2326.12ms | tok/sec: 225,391 | mfu: 0.00 | epoch: 1 | total time: 2.66m
step 00080 (11.12%) | loss: 2.633631 | lrm: 1.00 | dt: 2317.76ms | tok/sec: 226,204 | mfu: 0.00 | epoch: 1 | total time: 2.70m
step 00081 (11.25%) | loss: 2.643545 | lrm: 1.00 | dt: 2321.92ms | tok/sec: 225,799 | mfu: 0.00 | epoch: 1 | total time: 2.74m
step 00082 (11.39%) | loss: 2.648408 | lrm: 1.00 | dt: 2320.73ms | tok/sec: 225,915 | mfu: 0.00 | epoch: 1 | total time: 2.78m
step 00083 (11.53%) | loss: 2.643539 | lrm: 1.00 | dt: 2317.59ms | tok/sec: 226,220 | mfu: 0.00 | epoch: 1 | total time: 2.81m
step 00084 (11.67%) | loss: 2.623242 | lrm: 1.00 | dt: 2320.61ms | tok/sec: 225,927 | mfu: 0.00 | epoch: 1 | total time: 2.85m
step 00085 (11.82%) | loss: 2.612355 | lrm: 1.00 | dt: 2322.85ms | tok/sec: 225,708 | mfu: 0.00 | epoch: 1 | total time: 2.89m
step 00086 (11.96%) | loss: 2.615782 | lrm: 1.00 | dt: 2317.03ms | tok/sec: 226,276 | mfu: 0.00 | epoch: 1 | total time: 2.93m
step 00087 (12.10%) | loss: 2.624467 | lrm: 1.00 | dt: 2320.07ms | tok/sec: 225,979 | mfu: 0.00 | epoch: 1 | total time: 2.97m
step 00088 (12.24%) | loss: 2.609306 | lrm: 1.00 | dt: 2324.54ms | tok/sec: 225,544 | mfu: 0.00 | epoch: 1 | total time: 3.01m
step 00089 (12.37%) | loss: 2.620154 | lrm: 1.00 | dt: 2322.80ms | tok/sec: 225,713 | mfu: 0.00 | epoch: 1 | total time: 3.05m
step 00090 (12.51%) | loss: 2.604692 | lrm: 1.00 | dt: 2318.40ms | tok/sec: 226,141 | mfu: 0.00 | epoch: 1 | total time: 3.09m
step 00091 (12.65%) | loss: 2.618360 | lrm: 1.00 | dt: 2322.41ms | tok/sec: 225,751 | mfu: 0.00 | epoch: 1 | total time: 3.12m
step 00092 (12.79%) | loss: 2.604802 | lrm: 1.00 | dt: 2324.25ms | tok/sec: 225,573 | mfu: 0.00 | epoch: 1 | total time: 3.16m
step 00093 (12.94%) | loss: 2.583843 | lrm: 1.00 | dt: 2323.54ms | tok/sec: 225,641 | mfu: 0.00 | epoch: 1 | total time: 3.20m
step 00094 (13.09%) | loss: 2.575554 | lrm: 1.00 | dt: 2318.29ms | tok/sec: 226,152 | mfu: 0.00 | epoch: 1 | total time: 3.24m
step 00095 (13.23%) | loss: 2.543341 | lrm: 1.00 | dt: 2330.23ms | tok/sec: 224,994 | mfu: 0.00 | epoch: 1 | total time: 3.28m
step 00096 (13.35%) | loss: 2.527713 | lrm: 1.00 | dt: 2322.56ms | tok/sec: 225,736 | mfu: 0.00 | epoch: 1 | total time: 3.32m
step 00097 (13.49%) | loss: 2.538643 | lrm: 1.00 | dt: 2320.83ms | tok/sec: 225,905 | mfu: 0.00 | epoch: 1 | total time: 3.36m
step 00098 (13.65%) | loss: 2.513894 | lrm: 1.00 | dt: 2324.12ms | tok/sec: 225,585 | mfu: 0.00 | epoch: 1 | total time: 3.40m
step 00099 (13.79%) | loss: 2.517142 | lrm: 1.00 | dt: 2323.05ms | tok/sec: 225,689 | mfu: 0.00 | epoch: 1 | total time: 3.43m
step 00100 (13.94%) | loss: 2.491802 | lrm: 1.00 | dt: 2320.32ms | tok/sec: 225,955 | mfu: 0.00 | epoch: 1 | total time: 3.47m
Step 00100 | Validation bpb: 0.7705
step 00101 (14.07%) | loss: 2.494714 | lrm: 1.00 | dt: 2330.63ms | tok/sec: 224,955 | mfu: 0.00 | epoch: 1 | total time: 3.51m
