2026-09-12 15:37:01,408 - nanochat.common - [32m[1mINFO[0m - Distributed world size: 1
2026-09-12 15:37:01,408 - nanochat.common - [33m[1mWARNING[0m - Peak flops undefined for: NVIDIA GeForce RTX 4060, MFU will show as 0%
wandb: Currently logged in as: sotirisfrost (sotirisfrost-lu) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: creating run
wandb: Tracking run with wandb version 0.21.3
wandb: Run data is saved locally in /home/s4597036/nanochat/wandb/run-20260912_153701-iscw1elw
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run d4-pretrain
wandb: ⭐️ View project at https://wandb.ai/sotirisfrost-lu/nanochat
wandb: 🚀 View run at https://wandb.ai/sotirisfrost-lu/nanochat/runs/iscw1elw

                                                       █████                █████
                                                      ░░███                ░░███
     ████████    ██████   ████████    ██████   ██████  ░███████    ██████  ███████
    ░░███░░███  ░░░░░███ ░░███░░███  ███░░███ ███░░███ ░███░░███  ░░░░░███░░░███░
     ░███ ░███   ███████  ░███ ░███ ░███ ░███░███ ░░░  ░███ ░███   ███████  ░███
     ░███ ░███  ███░░███  ░███ ░███ ░███ ░███░███  ███ ░███ ░███  ███░░███  ░███ ███
     ████ █████░░████████ ████ █████░░██████ ░░██████  ████ █████░░███████  ░░█████
    ░░░░ ░░░░░  ░░░░░░░░ ░░░░ ░░░░░  ░░░░░░   ░░░░░░  ░░░░ ░░░░░  ░░░░░░░░   ░░░░░
    
Autodetected device type: cuda
GPU: NVIDIA GeForce RTX 4060 | Peak FLOPS (BF16): inf
COMPUTE_DTYPE: torch.bfloat16 (auto-detected: CUDA SM 89 (bf16 supported))
jsonl log: /home/s4597036/nanochat/logs/base_train_d4-pretrain_20260912_153703.jsonl
✓ Using Flash Attention 3: efficient, new and awesome.
Vocab size: 32,768
Model config:
{
  "sequence_len": 2048,
  "vocab_size": 32768,
  "n_layer": 4,
  "n_head": 2,
  "n_kv_head": 2,
  "n_embd": 256,
  "window_pattern": "L"
}
Parameter counts:
wte                     : 8,388,608
value_embeds            : 16,777,216
lm_head                 : 8,388,608
transformer_matrices    : 3,145,776
scalars                 : 34
total                   : 36,700,242
Estimated FLOPs per token: 9.437227e+07
Auto-computed optimal batch size: 262,144 tokens
Scaling LRs by 0.7071 for batch size 262,144 (reference: 524,288)
Scaling weight decay from 0.280000 to 1.889903 for depth 4
Scaling the LR for the AdamW parameters ∝1/√(256/768) = 1.732051
Calculated number of iterations from target data:param ratio: 528
Total number of training tokens: 138,412,032
Tokens : Scaling params ratio: 12.00
Total training FLOPs estimate: 1.306226e+16
Tokens / micro-batch / rank: 16 x 2048 = 32,768
Tokens / micro-batch: 32,768
Total batch size 262,144 => gradient accumulation steps: 8
Step 00000 | Validation bpb: 3.159565
step 00000/00528 (0.00%) | loss: 10.397289 | lrm: 0.03 | dt: 3573.31ms | tok/sec: 73,361 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00001/00528 (0.19%) | loss: 10.392388 | lrm: 0.05 | dt: 1150.24ms | tok/sec: 227,902 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00002/00528 (0.38%) | loss: 10.383659 | lrm: 0.07 | dt: 1146.51ms | tok/sec: 228,644 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 2 | total time: 0.00m
step 00003/00528 (0.57%) | loss: 10.370637 | lrm: 0.10 | dt: 1146.71ms | tok/sec: 228,604 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 2 | total time: 0.00m
step 00004/00528 (0.76%) | loss: 10.348934 | lrm: 0.12 | dt: 1144.11ms | tok/sec: 229,125 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 3 | total time: 0.00m
step 00005/00528 (0.95%) | loss: 10.318040 | lrm: 0.15 | dt: 1145.90ms | tok/sec: 228,766 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 3 | total time: 0.00m
step 00006/00528 (1.14%) | loss: 10.271405 | lrm: 0.17 | dt: 1143.41ms | tok/sec: 229,265 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 4 | total time: 0.00m
step 00007/00528 (1.33%) | loss: 10.199642 | lrm: 0.20 | dt: 1144.29ms | tok/sec: 229,088 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 4 | total time: 0.00m
step 00008/00528 (1.52%) | loss: 10.094919 | lrm: 0.23 | dt: 1143.25ms | tok/sec: 229,296 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 5 | total time: 0.00m
step 00009/00528 (1.70%) | loss: 9.949352 | lrm: 0.25 | dt: 1149.53ms | tok/sec: 228,043 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 5 | total time: 0.00m
step 00010/00528 (1.89%) | loss: 9.754772 | lrm: 0.28 | dt: 1150.76ms | tok/sec: 227,800 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 6 | total time: 0.00m
step 00011/00528 (2.08%) | loss: 9.528832 | lrm: 0.30 | dt: 1144.86ms | tok/sec: 228,975 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 6 | total time: 0.02m | eta: 9.9m
step 00012/00528 (2.27%) | loss: 9.327041 | lrm: 0.33 | dt: 1147.60ms | tok/sec: 228,428 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 7 | total time: 0.04m | eta: 9.9m
step 00013/00528 (2.46%) | loss: 9.122931 | lrm: 0.35 | dt: 1152.53ms | tok/sec: 227,450 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 7 | total time: 0.06m | eta: 9.9m
step 00014/00528 (2.65%) | loss: 8.930003 | lrm: 0.38 | dt: 1150.77ms | tok/sec: 227,799 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 8 | total time: 0.08m | eta: 9.8m
step 00015/00528 (2.84%) | loss: 8.729113 | lrm: 0.40 | dt: 1149.35ms | tok/sec: 228,080 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 8 | total time: 0.10m | eta: 9.8m
step 00016/00528 (3.03%) | loss: 8.544120 | lrm: 0.42 | dt: 1148.87ms | tok/sec: 228,174 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 9 | total time: 0.11m | eta: 9.8m
step 00017/00528 (3.22%) | loss: 8.362900 | lrm: 0.45 | dt: 1150.96ms | tok/sec: 227,760 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 9 | total time: 0.13m | eta: 9.8m
step 00018/00528 (3.41%) | loss: 8.202286 | lrm: 0.47 | dt: 1154.87ms | tok/sec: 226,989 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 10 | total time: 0.15m | eta: 9.8m
step 00019/00528 (3.60%) | loss: 8.047440 | lrm: 0.50 | dt: 1150.10ms | tok/sec: 227,930 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 11 | total time: 0.17m | eta: 9.8m
Step 00020 | Validation bpb: 2.040136
step 00020/00528 (3.79%) | loss: 7.891924 | lrm: 0.53 | dt: 1158.77ms | tok/sec: 226,227 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 11 | total time: 0.19m | eta: 9.7m
step 00021/00528 (3.98%) | loss: 7.746599 | lrm: 0.55 | dt: 1155.05ms | tok/sec: 226,953 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 12 | total time: 0.21m | eta: 9.7m
step 00022/00528 (4.17%) | loss: 7.605288 | lrm: 0.57 | dt: 1156.12ms | tok/sec: 226,745 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 12 | total time: 0.23m | eta: 9.7m
step 00023/00528 (4.36%) | loss: 7.482251 | lrm: 0.60 | dt: 1155.75ms | tok/sec: 226,817 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 13 | total time: 0.25m | eta: 9.7m
step 00024/00528 (4.55%) | loss: 7.378207 | lrm: 0.62 | dt: 1148.66ms | tok/sec: 228,216 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 13 | total time: 0.27m | eta: 9.7m
step 00025/00528 (4.73%) | loss: 7.287875 | lrm: 0.65 | dt: 1157.08ms | tok/sec: 226,556 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 14 | total time: 0.29m | eta: 9.7m
step 00026/00528 (4.92%) | loss: 7.181198 | lrm: 0.68 | dt: 1161.47ms | tok/sec: 225,700 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 14 | total time: 0.31m | eta: 9.6m
step 00027/00528 (5.11%) | loss: 7.085942 | lrm: 0.70 | dt: 1156.93ms | tok/sec: 226,585 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 15 | total time: 0.33m | eta: 9.6m
step 00028/00528 (5.30%) | loss: 7.002271 | lrm: 0.72 | dt: 1152.00ms | tok/sec: 227,555 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 15 | total time: 0.35m | eta: 9.6m
step 00029/00528 (5.49%) | loss: 6.925663 | lrm: 0.75 | dt: 1154.92ms | tok/sec: 226,979 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 16 | total time: 0.37m | eta: 9.6m
step 00030/00528 (5.68%) | loss: 6.848173 | lrm: 0.78 | dt: 1156.55ms | tok/sec: 226,660 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 16 | total time: 0.38m | eta: 9.6m
step 00031/00528 (5.87%) | loss: 6.787134 | lrm: 0.80 | dt: 1155.56ms | tok/sec: 226,855 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 17 | total time: 0.40m | eta: 9.6m
step 00032/00528 (6.06%) | loss: 6.724208 | lrm: 0.82 | dt: 1156.83ms | tok/sec: 226,606 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 17 | total time: 0.42m | eta: 9.5m
